Date_SMCI_L01d,Open_SMCI_L01d,High_SMCI_L01d,Low_SMCI_L01d,Close_SMCI_L01d,Adj Close_SMCI_L01d,Volume_SMCI_L01d,Daily_Return_SMCI_L01d,Vol5_SMCI_L01d,Vol10_SMCI_L01d,Vol20_SMCI_L01d,Vol60_SMCI_L01d,SMA5_SMCI_L01d,SMA10_SMCI_L01d,SMA30_SMCI_L01d,SMA60_SMCI_L01d,SMA100_SMCI_L01d,EMA5_SMCI_L01d,EMA10_SMCI_L01d,EMA30_SMCI_L01d,EMA60_SMCI_L01d,EMA100_SMCI_L01d,Short12_SMCI_L01d,Long26_SMCI_L01d,MACD_SMCI_L01d,SIGNAL9_SMCI_L01d,Ret5/10_SMCI_L01d,Ret10/30_SMCI_L01d,Ret30/60_SMCI_L01d,Ret30/100_SMCI_L01d,Emaret5/10_SMCI_L01d,Emaret10/30_SMCI_L01d,Emaret30/60_SMCI_L01d,Emaret30/100_SMCI_L01d,RetMACD_SMCI_L01d,DayRange_SMCI_L01d,average20r_SMCI_L01d,PRVHI_SMCI_L01d,HitLevel_SMCI_L01d,hitlevel_2_SMCI_L01d,hitlevel_1.8_SMCI_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-17,320.510009765625,322.0,305.75,318.2300109863281,318.2300109863281,3585800.0,-2.476168867861549,1.6772163987818443,4.321494280598125,3.9049683549345326,3.9629245519623244,333.9580017089844,319.53700256347656,296.2320002237956,281.6418337504069,277.41360046386717,326.7134917010894,321.2765047489824,303.1525515353986,290.62849787167863,278.02877128324417,318.77563543785215,305.75967559070097,13.01595984715118,10.826224637158388,-2.1336795118338623,-2.1336795118338623,-2.1336795118338623,-2.1336795118338623,2.1336795118338623,-2.1336795118338623,-2.1336795118338623,-2.1336795118338623,-2.1336795118338623,27.529998779296875,17.682501220703116,322.0,313.42079986572264,316.92799987792966,320.43519989013674,0.0,1.0451309207691621,1.0169230767632853,1.1066656340856762,0.0,0.0,1.0,0.002692636,0.002692636,0.995920777,0.995920777,-2.476168867861549,1
2024-01-18,330.010009765625,334.0,306.4700012207031,311.4400024414062,311.4400024414062,4875100.0,-2.1336795118338623,1.56186908912371,4.356660026014643,3.572966140550459,3.8820342905459815,327.7700012207032,322.61700134277345,297.73500010172523,282.6895004272461,277.90300048828124,321.6223286145284,319.4880497839685,303.6872257873991,291.31084228380087,278.6903798210295,317.647076515322,306.180440542605,11.466635972716972,10.954306904270105,35.93629014667528,35.93629014667528,35.93629014667528,35.93629014667528,-35.93629014667528,35.93629014667528,35.93629014667528,35.93629014667528,35.93629014667528,89.8099975585937,21.50650177001952,334.0,283.09849731445314,286.6349975585938,290.1714978027344,1.0,1.0159724994544066,1.0066803088002918,1.219339857876024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1336795118338623,1
2024-01-19,347.5599975585938,428.6900024414062,338.8800048828125,423.3599853515625,423.3599853515625,23049300.0,35.93629014667528,17.174438998458662,11.879479796670168,8.786505092252883,6.002239902733102,343.7799987792969,336.0730010986328,303.08166656494143,285.4973335266113,279.5970002746582,355.53488086020644,338.3738562508038,311.4080489850871,295.6403223843832,281.5551244850005,333.91060095166665,314.86040682475,19.050194126916665,12.573484348799418,3.042329300941564,3.042329300941564,3.042329300941564,3.042329300941564,-3.042329300941564,3.042329300941564,3.042329300941564,3.042329300941564,3.042329300941564,75.6699829101563,24.31300048828124,428.6900024414062,286.68569610595705,290.98699645996095,295.28829681396485,1.0,1.0229325106612839,1.0507161658396056,1.3520142163400533,0.0,0.0,5.0,0.319145083,0.0654704198,0.997701228,0.9317094088,35.93629014667528,-1
2024-01-22,456.3500061035156,485.8599853515625,410.1900024414062,436.239990234375,436.239990234375,18823300.0,3.042329300941564,16.888899205733953,11.836480517856032,8.668165344518139,6.002295291096879,363.1159973144531,350.48399963378904,309.1756663004557,288.39100011189777,281.40780014038086,382.4365839849293,356.16769879327126,319.46172261407344,300.2501475597927,284.61819113350293,349.6535839182372,323.8514870773148,25.80209684092239,15.219206847224013,4.845959820666551,4.845959820666551,4.845959820666551,4.845959820666551,-4.845959820666551,4.845959820666551,4.845959820666551,4.845959820666551,4.845959820666551,41.72998046875,25.73699951171874,485.8599853515625,375.2014013671875,380.0640014648437,384.92660156249997,1.0,1.036041581623877,1.073754260368527,1.3655116218268237,0.0,1.0,1.0,0.005882862,0.005214898,0.990081131,0.5137299949999999,-3.042329300941564,-1
2024-01-23,436.0,458.2699890136719,416.5400085449219,457.3800048828125,457.3800048828125,9677200.0,4.845959820666551,16.025612472331783,11.707196715038119,8.681060614165876,5.995566971841771,389.3299987792969,364.1940002441406,315.8833333333333,291.7808334350586,283.36530014038084,407.4177242842237,374.5699362640969,328.3596763088308,305.4019461605474,288.0392171483407,366.22687945124875,333.74248839624056,32.48439105500819,18.67224368878085,2.8007340552361497,2.8007340552361497,2.8007340552361497,2.8007340552361497,-2.8007340552361497,2.8007340552361497,2.8007340552361497,2.8007340552361497,2.8007340552361497,36.54998779296875,26.35449829101562,458.2699890136719,429.23858642578125,434.385986328125,439.53338623046875,1.0,1.069018156582223,1.0876946728500039,1.3485905968602676,0.0,0.0,3.0,0.004368486,0.0027964283333333,0.996735394,0.9949772356666666,-4.845959820666551,-1
2024-01-24,471.2900085449219,496.7799987792969,460.2300109863281,470.1900024414062,470.1900024414062,12117000.0,2.8007340552361497,15.335022394226115,11.657955533710862,8.517955754352517,5.930861754739876,419.7219970703125,376.8399993896484,322.46800028483074,295.6263333638509,285.38800003051756,428.3418170032846,391.95540284178946,337.5100199302873,310.8048332517231,291.64616339176774,382.22120606511913,343.8497116588454,38.37149440627371,22.61209383227942,1.1463417135355014,1.1463417135355014,1.1463417135355014,1.1463417135355014,-1.1463417135355014,1.1463417135355014,1.1463417135355014,1.1463417135355014,1.1463417135355014,17.550018310546875,26.768499755859363,496.7799987792969,400.2900927734375,405.5609924316406,410.83189208984373,1.0,1.1137936465081155,1.0928330465601013,1.368633022982523,0.0,0.0,2.0,0.001698035,0.0015707985,0.99709928,0.997007489,-2.8007340552361497,-1
2024-01-25,476.1099853515625,483.6600036621094,466.1099853515625,475.5799865722656,475.5799865722656,6717300.0,1.1463417135355014,14.806147787670726,11.608118913178378,8.521693480746718,5.930566687122245,452.54999389648435,390.1599975585938,329.5786661783854,299.5293332417806,287.39300003051756,444.08787352627826,407.1598726109669,346.41775971364075,316.2072972950196,295.28841731613403,396.5840953739109,353.60750980058026,42.976585573330624,26.684992180489665,-0.3006839472131485,-0.3006839472131485,-0.3006839472131485,-0.3006839472131485,0.3006839472131485,-0.3006839472131485,-0.3006839472131485,-0.3006839472131485,-0.3006839472131485,23.549987792968807,27.53849945068358,483.6600036621094,437.88929931640627,443.24299926757817,448.59669921875,0.0,1.1599087469968545,1.0906965627003113,1.362184516423279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1463417135355014,-1
2024-01-26,467.1000061035156,483.25,459.7000122070312,474.1499938964844,474.1499938964844,5035600.0,-0.3006839472131485,1.960736001812499,11.629079948454649,8.530633067567795,5.918831553018402,462.70799560546874,403.24399719238284,336.5379994710286,303.4881665547689,289.31289993286134,454.108580316347,419.33989466287915,354.6585490157597,321.3857463639201,298.83023071376476,408.51731053122984,362.53658269657313,45.980727834656705,30.54413931132307,4.53865228477641,4.53865228477641,4.53865228477641,4.53865228477641,-4.53865228477641,4.53865228477641,4.53865228477641,4.53865228477641,4.53865228477641,23.82000732421875,28.399000549316394,483.25,423.07530487060546,428.5830047607422,434.09070465087893,1.0,1.1474640635126834,1.0829128973798678,1.3632141784021505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3006839472131485,-1
2024-01-29,475.6700134277344,495.7200012207031,471.8999938964844,495.6700134277344,495.6700134277344,11525100.0,4.53865228477641,2.2005624215741943,11.502220965002094,8.489179297678644,5.9333990394474405,474.5940002441406,418.85499877929686,343.9496663411458,307.7581667582194,291.4668000793457,467.96239135347616,433.218098074671,363.75606284879035,327.0999846283074,302.72804819324926,421.9254186691536,372.39831830628873,49.52710036286487,34.34073152163143,3.4902166374268377,3.4902166374268377,3.4902166374268377,3.4902166374268377,-3.4902166374268377,3.4902166374268377,3.4902166374268377,3.4902166374268377,3.4902166374268377,53.269989013671875,30.404000854492182,495.7200012207031,420.7721987915039,426.45199890136723,432.1317990112305,1.0,1.133074695604179,1.0802004658466888,1.3549273212013984,0.0,1.0,0.0,0.013719893,0.013719893,0.393944353,0.393944353,-4.53865228477641,-1
2024-01-30,547.3200073242188,554.4400024414062,501.1700134277344,512.969970703125,512.969970703125,17956400.0,3.4902166374268377,1.9214093434101382,11.144956594795977,8.392012987570464,5.91715524987337,485.7119934082031,437.52099609375,351.23533223470054,312.1031661987305,293.856199798584,482.9649178033591,447.7184385525717,373.3827665813281,333.1940825323998,306.89125457958346,435.93227282822613,382.811033298647,53.12123952957916,38.09683312322098,3.243857457314534,3.243857457314534,3.243857457314534,3.243857457314534,-3.243857457314534,3.243857457314534,3.243857457314534,3.243857457314534,3.243857457314534,42.670013427734375,31.981501770019527,554.4400024414062,428.8311993408203,434.91199951171876,440.9927996826172,1.0,1.1101455650007868,1.0787246541927908,1.3280432967993423,0.0,0.0,5.0,0.001755749,0.0012005164,0.998136759,0.9973697306,-3.4902166374268377,-1
2024-01-31,503.3500061035156,546.0,503.3299865722656,529.6099853515625,529.6099853515625,11997300.0,3.243857457314534,1.958127373329275,10.856597727542395,8.365113307160351,5.900118875450465,497.5959899902344,458.65899353027345,358.8853322347005,316.8316660563151,296.47749954223633,498.5132736527603,462.6078106978427,383.46194198585937,339.63394819860184,311.30152647605826,450.3442286010471,393.6850297470111,56.65919885403605,41.809306269383995,10.1754151430254,10.1754151430254,10.1754151430254,10.1754151430254,-10.1754151430254,10.1754151430254,10.1754151430254,10.1754151430254,10.1754151430254,51.6099853515625,33.99349975585937,546.0,484.0806985473633,490.4769989013672,496.8732992553711,1.0,1.0848931275941305,1.0776153409531808,1.297842280062051,0.0,0.0,1.0,0.001826068,0.001826068,0.997226775,0.997226775,-3.243857457314534,-1
2024-02-01,540.0,587.6099853515625,536.0,583.5,583.5,13609600.0,10.1754151430254,3.7911106463211386,10.56862714736444,8.404650872273155,6.000579450002778,519.1799926757812,485.8649932861328,367.5956654866537,322.3066660563151,299.5058995056152,526.8421824351735,484.58820875278036,396.36762314806197,347.62955645438535,316.69159525871055,470.8297318931937,407.7453979138991,63.08433397929457,46.06431181136611,-0.6632382377356469,-0.6632382377356469,-0.6632382377356469,-0.6632382377356469,0.6632382377356469,-0.6632382377356469,-0.6632382377356469,-0.6632382377356469,-0.6632382377356469,41.0,35.082998657226554,587.6099853515625,471.21430053710935,478.01300048828125,484.81170043945315,0.0,1.0685684291933104,1.0871956290293263,1.2574736664232202,0.0,0.0,1.0,0.0017161,0.0017161,0.992897868,0.992897868,-10.1754151430254,-1
2024-02-02,592.52001953125,606.0,565.0,579.6300048828125,579.6300048828125,12179100.0,-0.6632382377356469,3.9012852152462862,3.0698300592666006,8.467012532710765,5.998707125684711,540.2759948730469,501.4919952392578,376.3853322347005,327.75733286539713,302.5289994812012,544.4381232510532,501.86853532187706,408.1910026148201,355.2361285340059,321.89829643938583,487.56823543005817,420.47759102270754,67.09064440735062,50.269578330563014,14.44369166500468,14.44369166500468,14.44369166500468,14.44369166500468,-14.44369166500468,14.44369166500468,14.44369166500468,14.44369166500468,14.44369166500468,82.04998779296875,38.619998168945315,606.0,510.42738830566407,517.4439880371094,524.4605877685547,1.0,1.0773372257223879,1.0848221893446135,0.36256354261988744,0.0,1.0,3.0,0.0072494,0.00285051125,0.997895598,0.7459966275000001,0.6632382377356469,-1
2024-02-05,589.8800048828125,670.0,587.9500122070312,663.3499755859375,663.3499755859375,17596400.0,14.44369166500468,6.060711476995507,4.684283486651971,8.7620986469043,6.223917821549761,573.8119873046875,524.202993774414,388.4276652018229,334.57349904378253,306.4856993103027,584.0754073626813,531.2287971880698,424.65287183876313,365.33822187997083,328.65971582842644,514.6115800694242,438.4681380273912,76.14344204203303,55.44435107285702,2.7496874863709464,2.7496874863709464,2.7496874863709464,2.7496874863709464,-2.7496874863709464,2.7496874863709464,2.7496874863709464,2.7496874863709464,2.7496874863709464,60.19000244140625,40.21449737548828,670.0,521.0360040283203,528.7600036621094,536.4840032958984,1.0,1.0946369900962873,1.099479942454818,0.5346074810863896,0.0,1.0,6.0,0.014582474,0.0060165188571428,0.997334719,0.8385592347142856,-14.44369166500468,-1
2024-02-06,673.0,686.0,625.8099975585938,681.5900268554688,681.5900268554688,18489000.0,2.7496874863709464,6.149981823477988,4.707568694526116,8.684465857620353,6.224805244096929,607.5359985351563,546.6239959716797,401.00799967447915,341.5954996744792,310.5919996643066,616.5802805269439,558.5672025821424,441.2294624850023,375.70713351851174,335.6484348586649,540.3005718826619,456.477166829471,83.82340505319087,61.12016186892379,0.2948911590948146,0.2948911590948146,0.2948911590948146,0.2948911590948146,-0.2948911590948146,0.2948911590948146,0.2948911590948146,0.2948911590948146,0.2948911590948146,39.77001953125,40.604498291015624,686.0,581.5281057739257,589.5710052490234,597.6139047241211,1.0,1.111433092971338,1.1038605161144779,0.542067730094807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7496874863709464,-1
2024-02-07,675.0,699.77001953125,660.0,683.5999755859375,683.5999755859375,12333000.0,0.2948911590948146,6.603826529082168,4.852567827303982,8.69163013421051,6.227780630943762,638.3339965820312,567.9649932861328,414.1373321533203,348.5741658528646,314.7202995300293,638.9201788799418,581.3004340373778,456.8662697818368,385.80198079941096,342.5385643780168,562.3466339908581,473.3010785892093,89.04555540164881,66.70524057546879,2.106498672958514,2.106498672958514,2.106498672958514,2.106498672958514,-2.106498672958514,2.106498672958514,2.106498672958514,2.106498672958514,2.106498672958514,48.44000244140625,41.73899841308594,699.77001953125,596.6701037597657,604.7910034179688,612.9119030761719,1.0,1.1238967262555344,1.0991221431616185,0.5583035348230172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2948911590948146,-1
2024-02-08,670.760009765625,714.489990234375,666.0499877929688,698.0,698.0,9413700.0,2.106498672958514,6.112786216740435,4.800992191762908,8.646009216020293,6.225483054787992,661.2339965820313,590.2069946289063,427.59299926757814,355.7736658732096,319.20769958496095,658.6134525866279,602.5185369396727,472.4232846346216,396.03798142893845,349.577404687363,583.2163826076492,489.94544313815675,93.27093946949242,72.01838035427352,6.058736107069305,6.058736107069305,6.058736107069305,6.058736107069305,-6.058736107069305,6.058736107069305,6.058736107069305,6.058736107069305,6.058736107069305,36.26995849609375,42.33049621582031,714.489990234375,607.944223022461,616.2920227050781,624.6398223876953,1.0,1.1203425282985393,1.093100730032098,0.5552841862424912,0.0,0.0,1.0,0.004007542,0.004007542,0.985398889,0.985398889,-2.106498672958514,-1
2024-02-09,710.0499877929688,745.1699829101562,708.9000244140625,740.2899780273438,740.2899780273438,10834800.0,6.058736107069305,5.607876741039789,4.583103749981068,8.614054511009703,6.20482456746256,693.3659912109375,616.8209930419922,442.4359985351563,363.8484987894694,324.1675993347168,685.8389610668665,627.5678898647037,489.7050067889908,407.3249321370829,357.3142873277587,607.381551133756,508.489482759578,98.89206837417805,77.39311795825444,4.419893921226729,4.419893921226729,4.419893921226729,4.419893921226729,-4.419893921226729,4.419893921226729,4.419893921226729,4.419893921226729,4.419893921226729,64.92999267578125,45.017495727539064,745.1699829101562,621.3628985595703,629.8289978027344,638.2950970458985,1.0,1.1240959679265232,1.0928522190877634,0.5320495411450392,0.0,2.0,3.0,0.01751353,0.0057888324,0.996487498,0.6464333744,-6.058736107069305,-1
2024-02-12,761.3400268554688,810.0,745.0700073242188,773.010009765625,773.010009765625,16872300.0,4.419893921226729,2.206313320268168,4.58356044385942,8.523000462587179,5.978204070444609,715.297998046875,644.5549926757812,458.487998453776,371.8341657002767,329.4202993774414,714.8959772997861,654.0119116648711,507.98274891651556,419.3146068134285,365.5458857918748,632.8628524617359,528.083595871137,104.77925659059883,82.87034568472332,2.3906521565423313,2.3906521565423313,2.3906521565423313,2.3906521565423313,-2.3906521565423313,2.3906521565423313,2.3906521565423313,2.3906521565423313,2.3906521565423313,54.489990234375,46.3574951171875,810.0,646.1314923095703,655.1349914550781,664.1384906005859,1.0,1.109754801646038,1.0930932060242247,0.5377871870334344,0.0,3.0,9.0,0.018941389,0.0042669180833333,0.997325063,0.6871781604166666,-4.419893921226729,-1
2024-02-13,750.0,800.0,745.510009765625,791.489990234375,791.489990234375,14480500.0,2.3906521565423313,2.2273625607978182,4.6269767765818255,8.310355417309822,5.957191648997583,737.2779907226562,672.4069946289062,475.395664469401,380.229332224528,334.904499206543,740.4273149446491,679.0079259502354,526.2735386789582,431.5170784010005,373.9804225135085,657.2670275036803,547.5951806387843,109.671846864896,88.23064592075787,11.252195057100018,11.252195057100018,11.252195057100018,11.252195057100018,-11.252195057100018,11.252195057100018,11.252195057100018,11.252195057100018,11.252195057100018,65.1500244140625,48.802496337890624,800.0,708.0135107421875,717.285009765625,726.5565087890625,1.0,1.0964757901270072,1.0904545980202816,0.5567724296056212,0.0,2.0,4.0,0.024438158,0.0074895691666666,0.994642138,0.6259350675,-2.3906521565423313,-1
2024-02-14,823.3099975585938,886.030029296875,820.8800048828125,880.5499877929688,880.5499877929688,20128600.0,11.252195057100018,3.7224605225342042,5.0544657906889725,8.243950914716896,6.0627676962605985,776.6679931640625,707.5009948730469,495.2323303222656,390.1773317972819,341.3945991516113,787.1348725607556,715.6519371943687,549.1300837830879,446.2394688728683,384.0115030140919,691.6182521635708,572.2584996872424,119.35975247632837,94.45646723187197,14.01964839230187,14.01964839230187,14.01964839230187,14.01964839230187,-14.01964839230187,14.01964839230187,14.01964839230187,14.01964839230187,14.01964839230187,88.6399536132817,51.857994079589865,886.030029296875,692.6345080566406,702.3950073242188,712.1555065917969,1.0,1.0977624042824516,1.099885058156382,0.6131120676211046,0.0,1.0,3.0,0.006778589,0.0033961959999999,0.995578349,0.74171346025,-11.252195057100018,-1
