Date_PTC_L01d,Open_PTC_L01d,High_PTC_L01d,Low_PTC_L01d,Close_PTC_L01d,Adj Close_PTC_L01d,Volume_PTC_L01d,Daily_Return_PTC_L01d,Vol5_PTC_L01d,Vol10_PTC_L01d,Vol20_PTC_L01d,Vol60_PTC_L01d,SMA5_PTC_L01d,SMA10_PTC_L01d,SMA30_PTC_L01d,SMA60_PTC_L01d,SMA100_PTC_L01d,EMA5_PTC_L01d,EMA10_PTC_L01d,EMA30_PTC_L01d,EMA60_PTC_L01d,EMA100_PTC_L01d,Short12_PTC_L01d,Long26_PTC_L01d,MACD_PTC_L01d,SIGNAL9_PTC_L01d,Ret5/10_PTC_L01d,Ret10/30_PTC_L01d,Ret30/60_PTC_L01d,Ret30/100_PTC_L01d,Emaret5/10_PTC_L01d,Emaret10/30_PTC_L01d,Emaret30/60_PTC_L01d,Emaret30/100_PTC_L01d,RetMACD_PTC_L01d,DayRange_PTC_L01d,average20r_PTC_L01d,PRVHI_PTC_L01d,HitLevel_PTC_L01d,hitlevel_2_PTC_L01d,hitlevel_1.8_PTC_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,172.3300018310547,173.3300018310547,171.2200012207031,173.1900024414062,173.1900024414062,638200.0,0.8442977185649488,0.830840074851333,1.1341227697743357,1.3687616760479215,1.3269868329772156,172.152001953125,170.07000122070312,169.8790018717448,159.55133438110352,152.73120025634765,171.85676686655782,171.14390002772117,167.98935861595982,161.98497624508843,156.23711279035186,170.9575883855146,168.8184001259337,2.1391882595809197,2.521013953568364,0.8718716355159457,0.8718716355159457,0.8718716355159457,0.8718716355159457,-0.8718716355159457,0.8718716355159457,0.8718716355159457,0.8718716355159457,-0.8718716355159457,2.0,2.519001770019547,173.3300018310547,166.4763925170898,166.97399291992184,167.47159332275388,1.0,1.001124325825169,-0.8442977185649488,1.0,-0.8442977185649488,1.018778221654938,1.0,0.8442977185649488,0.8285757773763305,-1.0,-0.8442977185649488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8442977185649488,1
2024-01-19,174.4900054931641,175.4199981689453,173.4199981689453,174.6999969482422,174.6999969482422,691500.0,0.8718716355159457,0.5320916796791484,1.138682717872455,1.3811307621272102,1.3118019682644193,172.6779998779297,170.76800079345702,170.3443349202474,160.19466756184897,153.02970016479492,172.8045102271193,171.79046310417954,168.42230302449417,162.401862169782,156.60271445684475,171.53334354901116,169.25407396462322,2.279269584387947,2.4726650797322804,1.3623382509374722,1.3623382509374722,1.3623382509374722,1.3623382509374722,-1.3623382509374722,1.3623382509374722,1.3623382509374722,1.3623382509374722,-1.3623382509374722,2.770004272460909,2.492501831054703,175.4199981689453,167.7881979370117,168.2919982910156,168.7957986450195,1.0,1.0024871145460046,-0.8718716355159457,1.0,0.8718716355159457,1.0199983020015795,1.0,0.8718716355159457,0.8244568502106651,-1.0,-0.8718716355159457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8718716355159457,1
2024-01-22,176.9900054931641,178.8000030517578,176.0299987792969,177.0800018310547,177.0800018310547,712600.0,1.3623382509374722,0.6799604864951468,1.0336261943877034,1.346639617039146,1.2860582473273003,173.66000061035157,171.89100036621093,170.91866811116537,160.81833419799804,153.34560012817383,174.22967409509778,172.7521974181568,168.98086423782067,162.88311265047943,157.008205295938,172.38667559240247,169.8337723250996,2.5529032673028667,2.488712717246398,0.9826098233408608,0.9826098233408608,0.9826098233408608,0.9826098233408608,-0.9826098233408608,0.9826098233408608,0.9826098233408608,0.9826098233408608,0.9826098233408608,1.839996337890625,2.5045021057129047,178.8000030517578,169.93649414062497,170.4349945068359,170.93349487304684,1.0,1.005688859302444,-1.3623382509374722,1.0,1.3623382509374722,1.0223181080138661,1.0,1.3623382509374722,0.7675596212298695,-1.0,-1.3623382509374722,0.0,0.0,1.0,0.038212325,0.038212325,0.851107836,0.851107836,1.3623382509374722,1
2024-01-23,177.9199981689453,179.1699981689453,177.3300018310547,178.8200073242188,178.8200073242188,605700.0,0.9826098233408608,0.4636948287157519,0.8751462470971322,1.3395448332079198,1.270459369275548,175.1060028076172,172.80800170898436,171.43800150553386,161.49916763305663,153.6679002380371,175.75978517147146,173.85543558289532,169.61564766274958,163.40563378732335,157.44012216778515,173.3764189357588,170.4994193620714,2.8769995736874137,2.566370088534601,-0.0615147107964138,-0.0615147107964138,-0.0615147107964138,-0.0615147107964138,0.0615147107964138,-0.0615147107964138,-0.0615147107964138,-0.0615147107964138,-0.0615147107964138,4.069992065429716,2.6000015258789206,179.1699981689453,173.29009841918943,173.790998840332,174.29189926147458,0.0,1.0079912282657255,0.9826098233408608,1.0,0.9826098233408608,1.0249964433032488,1.0,0.9826098233408608,0.6533161305257297,-1.0,-0.9826098233408608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9826098233408608,1
2024-01-24,179.7799987792969,182.6699981689453,178.6000061035156,178.7100067138672,178.7100067138672,1026100.0,-0.0615147107964138,0.5241435970375279,0.6774184039088272,1.2994439139620595,1.2455704104574652,176.5000030517578,173.91700286865233,171.8413350423177,162.2135009765625,153.99070037841796,176.74319235227006,174.73808487943566,170.20238050475717,163.9074165062264,157.8613080003808,174.19697090162165,171.10761101775998,3.089359883861676,2.670968047600016,0.7386223579204252,0.7386223579204252,0.7386223579204252,0.7386223579204252,-0.7386223579204252,0.7386223579204252,0.7386223579204252,0.7386223579204252,0.7386223579204252,2.3799896240234943,2.6370010375976705,182.6699981689453,173.44999481201168,173.96999511718747,174.48999542236325,1.0,1.0120789787033688,-0.0615147107964138,1.0,-0.0615147107964138,1.0266488891708052,1.0,-0.0615147107964138,0.5213140764524032,-1.0,0.0615147107964138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0615147107964138,1
2024-01-25,180.5299987792969,181.1499938964844,178.7700042724609,180.0299987792969,180.0299987792969,611300.0,0.7386223579204252,0.5240373838724538,0.6733044543634757,1.2986589771876174,1.2453803871875624,177.86800231933594,175.01000213623047,172.2230016072591,162.9463343302409,154.31930038452148,177.83879449461236,175.7002510430468,170.83642039343715,164.43602576108117,158.30029197620092,175.09435980587938,171.7685286297257,3.325831176153713,2.801940673310756,0.3443843367168862,0.3443843367168862,0.3443843367168862,0.3443843367168862,-0.3443843367168862,0.3443843367168862,0.3443843367168862,0.3443843367168862,0.3443843367168862,1.9500122070313068,2.675001525878925,181.1499938964844,176.86859588623042,177.39599609374997,177.92339630126952,1.0,1.0161825104832796,0.7386223579204252,1.0,0.7386223579204252,1.0284706893202762,1.0,0.7386223579204252,0.5184613252522902,-1.0,-0.7386223579204252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7386223579204252,1
2024-01-26,180.0299987792969,181.3200073242188,179.3699951171875,180.6499938964844,180.6499938964844,774000.0,0.3443843367168862,0.5529130719542612,0.5471636046754844,1.2993098716633231,1.2180296764637983,179.05800170898436,175.86800079345704,172.599001566569,163.6338343302409,154.65830032348632,178.77586096190305,176.60020428912634,171.4695541678273,164.96763127371733,158.742860331058,175.94907274289554,172.42641494578186,3.5226577971136805,2.946084098071341,2.324944560716605,2.324944560716605,2.324944560716605,2.324944560716605,-2.324944560716605,2.324944560716605,2.324944560716605,2.324944560716605,2.324944560716605,3.259994506835909,2.69850158691408,181.3200073242188,175.26499053955078,175.79999084472655,176.33499114990235,1.0,1.0189398501568228,0.3443843367168862,1.0,0.3443843367168862,1.029921639128293,1.0,0.3443843367168862,0.42111863890869083,-1.0,-0.3443843367168862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3443843367168862,1
2024-01-29,182.1000061035156,184.9700012207031,181.7100067138672,184.8500061035156,184.8500061035156,1094600.0,2.324944560716605,0.9070154908943268,0.7720888982983959,1.3874607951485467,1.2416306643200925,180.61200256347655,177.13600158691406,173.1000015258789,164.37433446248372,155.04570037841796,180.8005760091073,178.10016825537895,172.3328091314201,165.61951241567792,159.25983351467104,177.31844710606785,173.34668095746585,3.9717661486020006,3.1512205081774733,-0.4327849744888751,-0.4327849744888751,-0.4327849744888751,-0.4327849744888751,0.4327849744888751,-0.4327849744888751,-0.4327849744888751,-0.4327849744888751,-0.4327849744888751,2.0899963378905966,2.7090011596679844,184.9700012207031,175.38330383300783,175.92300415039065,176.46270446777348,0.0,1.0233160024578727,2.324944560716605,1.0,2.324944560716605,1.0334664023236613,1.0,2.324944560716605,0.5564761908935475,-1.0,-2.324944560716605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.324944560716605,1
2024-01-30,184.0500030517578,185.0800018310547,182.9900054931641,184.0500030517578,184.0500030517578,723800.0,-0.4327849744888751,1.068029092398308,0.7870684849136225,1.3842483306147573,1.230522393497704,181.6580017089844,178.3820022583008,173.5270014444987,165.12700119018555,155.42620040893556,181.88371835665745,179.18195640017507,173.08875712628063,166.22379079718874,159.75072796095,178.35407109771245,174.13951963111708,4.214551466595367,3.363886699861052,-1.8473290404223857,-1.8473290404223857,-1.8473290404223857,-1.8473290404223857,1.8473290404223857,-1.8473290404223857,-1.8473290404223857,-1.8473290404223857,-1.8473290404223857,3.790008544921875,2.539001464843767,185.0800018310547,179.01019866943352,179.55199890136714,180.0937991333007,0.0,1.0279783594102785,-0.4327849744888751,1.0,-0.4327849744888751,1.0352027443899723,1.0,-0.4327849744888751,0.5685890800851305,-1.0,0.4327849744888751,0.0,0.0,1.0,0.12340983,0.12340983,0.874761462,0.874761462,-0.4327849744888751,1
2024-01-31,182.9299926757812,183.8300018310547,180.0399932861328,180.6499938964844,180.6499938964844,1713000.0,-1.8473290404223857,1.5341980656801582,1.1224311191816638,1.1617248119241226,1.0903615848609989,182.0459991455078,179.27300109863282,173.8463343302409,165.69916763305665,155.78380035400392,181.47247686993316,179.44887230859493,173.5765788533906,166.6967810627394,160.1645748111586,178.70728998983122,174.62177698410724,4.085513005723982,3.508211961033638,-0.6919457748314521,-0.6919457748314521,-0.6919457748314521,-0.6919457748314521,0.6919457748314521,-0.6919457748314521,-0.6919457748314521,-0.6919457748314521,-0.6919457748314521,5.979995727539006,2.696501159667981,183.8300018310547,179.4941986083984,180.00199890136716,180.5097991943359,0.0,1.0312153074109884,-1.8473290404223857,1.0,-1.8473290404223857,1.0338311395119977,1.0,-1.8473290404223857,0.9661764194591161,-1.0,1.8473290404223857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8473290404223857,1
2024-02-01,177.7400054931641,182.7899932861328,176.8099975585938,179.3999938964844,179.3999938964844,2204700.0,-0.6919457748314521,1.5479304697069178,1.1758689326551848,1.124598143064765,1.0969991366441276,181.9199981689453,179.8940002441406,174.09833424886068,166.2306676228841,156.14140029907227,180.7816492121169,179.43998532457482,173.95228304971923,167.11327984417366,160.54547419898682,178.81385982162402,174.97571897761668,3.8381408440073415,3.5741977376283787,-0.3734661046487594,-0.3734661046487594,-0.3734661046487594,-0.3734661046487594,0.3734661046487594,-0.3734661046487594,-0.3734661046487594,-0.3734661046487594,-0.3734661046487594,2.8200073242187216,2.6795013427734475,182.7899932861328,177.89769927978512,178.43699951171874,178.97629974365233,0.0,1.0332896119901724,-0.6919457748314521,1.0,-0.6919457748314521,1.03154717017015,1.0,-0.6919457748314521,1.0455903203349566,1.0,0.6919457748314521,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.6919457748314521,1
2024-02-02,179.25,180.2700042724609,177.4499969482422,178.7299957275391,178.7299957275391,1001700.0,-0.3734661046487594,1.5342134192344672,1.181462859377398,1.1330840552071182,1.0991346328206744,181.53599853515624,180.2970001220703,174.32333424886068,166.73183415730793,156.4959002685547,180.09776471725766,179.31089630693194,174.26052257732053,167.4941557747758,160.90556373420569,178.80095765330327,175.25381355168503,3.547144101618244,3.568787010426352,-0.8504386784572056,-0.8504386784572056,-0.8504386784572056,-0.8504386784572056,0.8504386784572056,-0.8504386784572056,-0.8504386784572056,-0.8504386784572056,0.8504386784572056,2.5199890136717897,2.7000007629394616,180.2700042724609,176.89509033203123,177.43099060058591,177.9668908691406,0.0,1.034267735291718,-0.3734661046487594,1.0,-0.3734661046487594,1.028981743282507,1.0,-0.3734661046487594,1.042696571316094,1.0,-0.3734661046487594,1.0,0.0,0.0,0.577826917,0.577826917,0.420062393,0.420062393,-0.3734661046487594,1
2024-02-05,178.0700073242188,178.5899963378906,176.0700073242188,177.2100067138672,177.2100067138672,869400.0,-0.8504386784572056,0.5958639758484411,1.1536658994377893,1.1168254575383634,1.1092787553132986,180.00799865722655,180.31000061035155,174.5913345336914,167.19783426920574,156.8668003845215,179.1351787161275,178.92891638092016,174.45081187645258,167.81270826458208,161.22842399122868,178.55619597031313,175.39871674888371,3.157479221429412,3.4865254526269647,0.0564336661174398,-0.0564336661174398,-0.0564336661174398,-0.0564336661174398,0.0564336661174398,-0.0564336661174398,-0.0564336661174398,-0.0564336661174398,0.0564336661174398,2.860000610351591,2.664500427246101,178.5899963378906,174.3300025939941,174.87000274658195,175.41000289916988,0.0,1.0327545813882109,0.8504386784572056,1.0,-0.8504386784572056,1.0256697257886023,1.0,-0.8504386784572056,1.0329867497653817,1.0,-0.8504386784572056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8504386784572056,1
2024-02-06,178.2700042724609,178.8800048828125,176.0200042724609,177.1100006103516,177.1100006103516,805400.0,-0.0564336661174398,0.6781283205761838,1.102313838085835,1.019862179193037,1.1101860275070252,178.61999816894533,180.13899993896484,174.78866780598958,167.65583419799805,157.25110046386715,178.46011934753554,178.59820442263498,174.62237243992993,168.11753752182042,161.5429106569539,178.3337043764729,175.52547851639986,2.808225860073037,3.3508655341161795,-1.7503280971331043,1.7503280971331043,1.7503280971331043,1.7503280971331043,-1.7503280971331043,-1.7503280971331043,1.7503280971331043,1.7503280971331043,-1.7503280971331043,3.849990844726591,2.716499328613291,178.8800048828125,172.72809539794918,173.2609954833984,173.7938955688476,1.0,1.0306102918463456,0.0564336661174398,1.0,-0.0564336661174398,1.0227681706940084,1.0,-0.0564336661174398,1.0808458834683308,1.0,-0.0564336661174398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0564336661174398,1
2024-02-07,178.2799987792969,181.3699951171875,177.5200042724609,180.2100067138672,180.2100067138672,1210900.0,1.7503280971331043,1.0486291210759506,1.2470294109816484,1.0172542964969615,1.1199303680107184,178.53200073242186,180.28899993896485,174.99666798909504,168.18016764322917,157.64520050048827,179.04341513631277,178.8912593846772,174.98286497373235,168.51401192155964,161.91255612342744,178.62236627453356,175.87248060510117,2.749885669432416,3.230669561179427,-0.7380203777348189,0.7380203777348189,0.7380203777348189,0.7380203777348189,-0.7380203777348189,0.7380203777348189,0.7380203777348189,0.7380203777348189,-0.7380203777348189,2.5400085449217897,2.738499450683596,181.3699951171875,172.90370635986326,173.4470062255859,173.99030609130858,1.0,1.030242472674963,-1.7503280971331043,1.0,1.7503280971331043,1.0223358693523024,1.0,1.7503280971331043,1.2258777527663882,1.0,1.7503280971331043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7503280971331043,1
2024-02-08,180.7200012207031,181.6000061035156,179.0599975585938,181.5399932861328,181.5399932861328,584400.0,0.7380203777348189,1.0225424828537586,1.2469946665336002,1.0139010089536822,1.1016045005186,178.96000061035156,180.43999938964845,175.20433451334637,168.6790008544922,158.0461004638672,179.87560785291947,179.37284736676003,175.40590551001625,168.94109327777517,162.30121824546123,179.07123196862574,176.29229635925165,2.778935609374088,3.14032277081836,-0.859321843712962,0.859321843712962,0.859321843712962,0.859321843712962,-0.859321843712962,0.859321843712962,0.859321843712962,0.859321843712962,-0.859321843712962,2.0800018310546022,2.7194992065429644,181.6000061035156,175.3452963256836,175.89299621582032,176.44069610595702,1.0,1.0298831926210321,-0.7380203777348189,1.0,0.7380203777348189,1.0226157827765796,1.0,0.7380203777348189,1.2298978455702143,1.0,0.7380203777348189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7380203777348189,1
2024-02-09,182.5500030517578,183.6900024414062,181.6100006103516,183.1000061035156,183.1000061035156,537800.0,0.859321843712962,0.9851000344067324,1.269078679171685,0.9676870790244456,1.1039039528621146,179.83400268554686,180.68500061035155,175.45033467610676,169.19500096638998,158.44440048217774,180.95040726978488,180.05051259162468,175.90229909669364,169.40531992779944,162.71307543076924,179.6910433739934,176.79657115512305,2.894472218870362,3.0911526604287607,2.490449298404054,-2.490449298404054,-2.490449298404054,-2.490449298404054,2.490449298404054,-2.490449298404054,-2.490449298404054,-2.490449298404054,2.490449298404054,5.440002441406307,2.90749893188476,183.6900024414062,175.61710784912108,176.16100769042967,176.70490753173826,0.0,1.0298355995952264,-0.859321843712962,1.0,0.859321843712962,1.0235824859381217,1.0,0.859321843712962,1.3114556416843772,1.0,0.859321843712962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.859321843712962,1
