Date_CDNS_L01d,Open_CDNS_L01d,High_CDNS_L01d,Low_CDNS_L01d,Close_CDNS_L01d,Adj Close_CDNS_L01d,Volume_CDNS_L01d,Daily_Return_CDNS_L01d,Vol5_CDNS_L01d,Vol10_CDNS_L01d,Vol20_CDNS_L01d,Vol60_CDNS_L01d,SMA5_CDNS_L01d,SMA10_CDNS_L01d,SMA30_CDNS_L01d,SMA60_CDNS_L01d,SMA100_CDNS_L01d,EMA5_CDNS_L01d,EMA10_CDNS_L01d,EMA30_CDNS_L01d,EMA60_CDNS_L01d,EMA100_CDNS_L01d,Short12_CDNS_L01d,Long26_CDNS_L01d,MACD_CDNS_L01d,SIGNAL9_CDNS_L01d,Ret5/10_CDNS_L01d,Ret10/30_CDNS_L01d,Ret30/60_CDNS_L01d,Ret30/100_CDNS_L01d,Emaret5/10_CDNS_L01d,Emaret10/30_CDNS_L01d,Emaret30/60_CDNS_L01d,Emaret30/100_CDNS_L01d,RetMACD_CDNS_L01d,DayRange_CDNS_L01d,average20r_CDNS_L01d,PRVHI_CDNS_L01d,HitLevel_CDNS_L01d,hitlevel_2_CDNS_L01d,hitlevel_1.8_CDNS_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-22,295.9599914550781,299.9599914550781,293.6099853515625,295.7300109863281,295.7300109863281,2322600.0,1.2288615588011254,2.121835819695473,1.7525797010892787,1.934064897648108,1.6301161689393326,283.96600952148435,274.2040069580078,270.55466918945314,264.38350067138674,254.60870056152345,285.2057948564106,278.278183576338,270.85346897246524,264.4134868473179,256.59090304457885,276.7444310772884,271.76966971466373,4.97476136262469,1.8265079594753844,-0.0642486167611287,-0.0642486167611287,-0.0642486167611287,-0.0642486167611287,0.0642486167611287,-0.0642486167611287,-0.0642486167611287,-0.0642486167611287,-0.0642486167611287,5.589996337890625,6.318000793457033,299.9599914550781,278.8978063964844,280.13800659179685,281.3782067871094,0.0,1.0356012396455296,1.2288615588011254,1.0,1.2288615588011254,1.0274122928240124,1.0,1.2288615588011254,1.2106929107855644,1.0,1.2288615588011254,0.0,0.0,2.0,0.011981247,0.008576414,0.992784619,0.8779261705,1.2288615588011254,-1
2024-01-23,295.7999877929688,296.5899963378906,291.0,295.5400085449219,295.5400085449219,1385900.0,-0.0642486167611287,2.10943264862404,1.662072201087379,1.912179521183938,1.5808964753146757,287.56201171875,277.56700744628904,271.7570027669271,265.4586675008138,255.1862007141113,288.65053275258106,281.4166972069896,272.4461489448818,265.4340285423213,257.36217246042725,279.63605838000126,273.53043555394214,6.105622826059118,2.682330932792131,-0.2131707601668894,-0.2131707601668894,-0.2131707601668894,-0.2131707601668894,0.2131707601668894,-0.2131707601668894,-0.2131707601668894,-0.2131707601668894,-0.2131707601668894,7.219970703125,6.292999267578127,296.5899963378906,286.06038970947264,287.32398986816406,288.5875900268555,0.0,1.0360093383014732,-0.0642486167611287,1.0,-0.0642486167611287,1.0329259499422128,1.0,-0.0642486167611287,1.2691582515151771,1.0,-0.0642486167611287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0642486167611287,-1
2024-01-24,297.6400146484375,301.6099853515625,294.3900146484375,294.9100036621094,294.9100036621094,1590800.0,-0.2131707601668894,1.9819139765075997,1.6758120183867842,1.9156998587838665,1.5805986530868466,291.46600952148435,280.8830078125,272.923003133138,266.5331675211589,255.7365007019043,290.7370230557572,283.87002565337497,273.8954298943804,266.40045395608485,258.1056938703615,281.9858961157102,275.1141072656582,6.871788850051985,3.520222516244102,-1.2614021818552286,-1.2614021818552286,-1.2614021818552286,-1.2614021818552286,1.2614021818552286,-1.2614021818552286,-1.2614021818552286,-1.2614021818552286,-1.2614021818552286,8.809997558593693,6.493499755859377,301.6099853515625,282.7453979492187,284.0039978027344,285.26259765625,0.0,1.0376776145748514,-0.2131707601668894,1.0,-0.2131707601668894,1.0364175326431733,1.0,-0.2131707601668894,1.1826588870125683,1.0,-0.2131707601668894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2131707601668894,1
2024-01-25,298.6499938964844,298.8800048828125,290.0700073242188,291.1900024414062,291.1900024414062,1395200.0,-1.2614021818552286,2.3147161139609462,1.845495036909748,1.9445792922230127,1.5952740620864987,293.9020080566406,283.67600708007814,273.67100321451824,267.5385009765625,256.24400070190427,290.8880161843069,285.20093052392605,275.01120876838206,267.21322603757073,258.76082869355054,283.4019124735096,276.30491431571363,7.096998157795952,4.235577644554472,-0.1579695220376353,-0.1579695220376353,-0.1579695220376353,-0.1579695220376353,0.1579695220376353,-0.1579695220376353,-0.1579695220376353,-0.1579695220376353,-0.1579695220376353,6.149993896484432,6.576499938964848,298.8800048828125,287.32428588867185,288.6229858398437,289.92168579101565,0.0,1.0360481701706827,-1.2614021818552286,1.0,-1.2614021818552286,1.037052023447255,1.0,-1.2614021818552286,1.2542521478881359,1.0,-1.2614021818552286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2614021818552286,-1
2024-01-26,289.0,293.3500061035156,287.2000122070312,290.7300109863281,290.7300109863281,1268900.0,-0.1579695220376353,0.8848684386974403,1.877885276060889,1.945075832500892,1.593056468451752,293.6200073242188,286.07000732421875,274.22100321451825,268.4886678059896,256.71570083618167,290.8353477849806,286.2062178807264,276.02532504050765,267.9842681670382,259.39388180825904,284.5293122447124,277.37343999501843,7.155872249693971,4.819636565582372,1.2520152696002715,1.2520152696002715,1.2520152696002715,1.2520152696002715,-1.2520152696002715,1.2520152696002715,1.2520152696002715,1.2520152696002715,1.2520152696002715,3.820007324218807,6.654000854492194,293.3500061035156,284.41170501708984,285.7270050048828,287.0423049926758,1.0,1.0263921411077648,-0.1579695220376353,1.0,-0.1579695220376353,1.036883908528048,1.0,-0.1579695220376353,0.4712047375724506,-1.0,-0.1579695220376353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1579695220376353,1
2024-01-29,291.0,294.8200073242188,291.0,294.3699951171875,294.3699951171875,966500.0,1.2520152696002715,0.8935374394633149,1.8792346868177163,1.946229361987868,1.5699628484439527,293.34800415039064,288.6570068359375,274.8143361409505,269.3973342895508,257.20430084228514,292.01356356238296,287.6905410146284,277.208852142229,268.8493739686824,260.08647811140617,286.0432634558624,278.6324440781421,7.4108193777203155,5.337873128009961,0.084927133929012,0.084927133929012,0.084927133929012,0.084927133929012,-0.084927133929012,0.084927133929012,0.084927133929012,0.084927133929012,0.084927133929012,2.850006103515625,6.604000854492194,294.8200073242188,278.7112042236328,280.04200439453126,281.37280456542965,1.0,1.0162511118849067,1.2520152696002715,1.0,1.2520152696002715,1.0378115229416323,1.0,1.2520152696002715,0.475479430925376,-1.0,-1.2520152696002715,0.0,1.0,0.0,0.001860021,0.001860021,0.006687142,0.006687142,1.2520152696002715,1
2024-01-30,293.9800109863281,295.2300109863281,292.3800048828125,294.6199951171875,294.6199951171875,901100.0,0.084927133929012,0.8970521976875946,1.6834180570750386,1.9405736249853027,1.5535012347483848,293.1640014648437,290.3630065917969,275.6316691080729,270.2263341267904,257.6835008239746,292.8823740806512,288.9504417605482,278.3321516890005,269.69431236699404,260.7703101313226,287.36276063452783,279.8167071180714,7.546053516456425,5.779509205699254,-2.0908301419457915,-2.0908301419457915,-2.0908301419457915,-2.0908301419457915,2.0908301419457915,-2.0908301419457915,-2.0908301419457915,-2.0908301419457915,-2.0908301419457915,4.740020751953125,6.395001220703135,295.2300109863281,280.291205444336,281.6120056152344,282.93280578613286,0.0,1.0096465279992934,0.084927133929012,1.0,0.084927133929012,1.0381497071291002,1.0,0.084927133929012,0.5328754755347194,-1.0,-0.084927133929012,0.0,0.0,1.0,0.005684414,0.005684414,0.985692859,0.985692859,0.084927133929012,1
2024-01-31,291.3999938964844,292.010009765625,287.2699890136719,288.4599914550781,288.4599914550781,1197700.0,-2.0908301419457915,1.2862546452222492,1.8467108239915508,1.8151083872679752,1.5833185157614338,291.8739990234375,291.6700042724609,276.1963358561198,270.9593340555827,258.1535006713867,291.4082465387935,288.86126897773545,278.9855607061668,270.3095805338165,261.3186206525851,287.5315653761509,280.4569504022941,7.0746149738567965,6.038530359330763,0.7141363168606186,0.7141363168606186,0.7141363168606186,0.7141363168606186,-0.7141363168606186,0.7141363168606186,0.7141363168606186,0.7141363168606186,0.7141363168606186,4.319976806640625,6.341000366210947,292.010009765625,281.16100830078125,282.44000854492185,283.71900878906246,1.0,1.0006994025713594,-2.0908301419457915,1.0,-2.0908301419457915,1.0353986358525915,1.0,-2.0908301419457915,0.696511131310797,-1.0,2.0908301419457915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0908301419457915,1
2024-02-01,289.5,291.3299865722656,287.010009765625,290.5199890136719,290.5199890136719,1056000.0,0.7141363168606186,1.2721489565400392,1.826207080040867,1.707431656203028,1.5670570466934957,291.7399963378906,292.8210021972656,276.7636688232422,271.642333984375,258.6788005065918,291.1121606970863,289.1628544388148,279.7297173711671,270.97221687741825,261.8968655706264,287.99132285884644,281.2023606698036,6.78896218904282,6.188616725273175,-2.075588258064116,2.075588258064116,2.075588258064116,2.075588258064116,-2.075588258064116,2.075588258064116,2.075588258064116,2.075588258064116,2.075588258064116,7.820007324218807,6.534500122070322,291.3299865722656,278.0598089599609,279.3280090332031,280.5962091064453,1.0,0.9963083048986808,0.7141363168606186,-1.0,0.7141363168606186,1.0337223272389435,1.0,0.7141363168606186,0.6966071758475337,-1.0,-0.7141363168606186,0.0,0.0,2.0,0.020291107,0.011401754,0.994289279,0.935721278,0.7141363168606186,1
2024-02-02,290.75,298.5700073242188,290.75,296.5499877929688,296.5499877929688,1275900.0,2.075588258064116,1.5760279587427066,1.233527449587647,1.7142702350064056,1.5841600611728524,292.90399169921875,293.2619995117187,277.5043355305989,272.42200037638344,259.21190032958987,292.9247697290472,290.5059695941155,280.81489610805755,271.81083231727234,262.5830660106728,289.3080405410191,282.3392219381862,6.9688186028329255,6.344657100785126,-0.0337231858479743,0.0337231858479743,0.0337231858479743,0.0337231858479743,-0.0337231858479743,0.0337231858479743,0.0337231858479743,0.0337231858479743,0.0337231858479743,4.290008544921818,6.475000000000004,298.5700073242188,276.95408630371094,278.260986328125,279.56788635253906,1.0,0.9987792219479644,2.075588258064116,-1.0,-2.075588258064116,1.0345105392212843,1.0,2.075588258064116,1.2776594142834465,1.0,-2.075588258064116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.075588258064116,-1
2024-02-05,295.6900024414062,298.3500061035156,294.0599975585938,296.6499938964844,296.6499938964844,1164600.0,0.0337231858479743,1.5053489599866303,1.1746055559607969,1.65815843612351,1.5754412612541668,293.3599914550781,293.3539978027344,278.3663350423177,273.13733367919923,259.81380020141603,294.16651111819294,291.6230649218189,281.8365153202142,272.62523105757435,263.257658642075,290.4375718264753,283.3992791202824,7.03829270619292,6.483384221866685,-1.297827804729038,-1.297827804729038,-1.297827804729038,-1.297827804729038,1.297827804729038,-1.297827804729038,-1.297827804729038,-1.297827804729038,-1.297827804729038,9.990020751953123,6.55400085449219,298.3500061035156,284.3250073242188,285.6200073242188,286.9150073242188,0.0,1.0000204314663805,0.0337231858479743,1.0,-0.0337231858479743,1.034724207367117,1.0,0.0337231858479743,1.2815782731040242,1.0,0.0337231858479743,0.0,1.0,2.0,0.391943902,0.1954295773333333,0.969603956,0.6304592143333333,-0.0337231858479743,-1
2024-02-06,298.239990234375,299.7300109863281,289.739990234375,292.7999877929688,292.7999877929688,1123000.0,-1.297827804729038,1.6440217251973868,1.2488799103889867,1.581593964606907,1.5849224590526487,292.9959899902344,293.0799957275391,278.9406677246094,273.74400024414064,260.3305000305176,293.71100334311825,291.8370508983916,282.543836124908,273.28669849152175,263.8426552589244,290.801020436705,284.0956279108517,6.705392525853313,6.527785882664011,-2.708341367475203,2.708341367475203,2.708341367475203,2.708341367475203,-2.708341367475203,2.708341367475203,2.708341367475203,2.708341367475203,2.708341367475203,7.560028076171875,6.650001525878909,299.7300109863281,283.9312042236328,285.24200439453125,286.5528045654297,1.0,0.9997133692557346,-1.297827804729038,-1.0,-1.297827804729038,1.0328912316790915,1.0,-1.297827804729038,1.316396966210567,1.0,-1.297827804729038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.297827804729038,1
2024-02-07,295.2699890136719,302.4200134277344,294.8599853515625,300.7300109863281,300.7300109863281,1147800.0,2.708341367475203,1.6010448795264238,1.5266677827019377,1.6433937304763084,1.6164611025097675,295.4499938964844,293.66199645996096,279.771001180013,274.4820002237956,260.9096000671387,296.0506725575216,293.45395273256185,283.7171377288706,274.1864792290564,264.57309794659574,292.3285574443393,285.3278044349611,7.000753009378229,6.622379308006855,2.204626782504852,2.204626782504852,2.204626782504852,2.204626782504852,-2.204626782504852,2.204626782504852,2.204626782504852,2.204626782504852,2.204626782504852,5.899993896484318,6.672001647949219,302.4200134277344,285.1000076293945,286.4300079345703,287.76000823974607,1.0,1.006088623853537,2.708341367475203,1.0,-2.708341367475203,1.0343187411293993,1.0,2.708341367475203,1.0487185867594924,1.0,2.708341367475203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.708341367475203,1
2024-02-08,303.5,308.1900024414062,302.2900085449219,307.3599853515625,307.3599853515625,1506600.0,2.204626782504852,1.705519234473022,1.5497615692885731,1.676469829673399,1.62049862571324,298.8179931640625,295.2789947509765,280.8510009765625,275.2453333536784,261.6423999023437,299.8204434888686,295.9823222996529,285.2424827367862,275.2741351674992,265.4203630437238,294.64108481468134,286.95981783619084,7.681266978490498,6.834156842103584,1.490114949284959,1.490114949284959,1.490114949284959,1.490114949284959,-1.490114949284959,1.490114949284959,1.490114949284959,1.490114949284959,1.490114949284959,4.299987792968693,6.525001525878904,308.1900024414062,287.7416098022461,289.0760101318359,290.4104104614258,1.0,1.0119852697821279,2.204626782504852,1.0,2.204626782504852,1.037651612970909,1.0,2.204626782504852,1.1005042764455375,1.0,2.204626782504852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.204626782504852,1
2024-02-09,311.0,313.1199951171875,308.8200073242188,311.9400024414062,311.9400024414062,1580100.0,1.490114949284959,1.6446587088678404,1.5534196824271895,1.6793776772135731,1.6260299387237176,301.89599609375,297.3999938964844,282.0943339029948,276.0453333536784,262.39349990844727,303.8602964730478,298.88371868906256,286.9649033628908,276.47629475025025,266.34154402189574,297.3024567572544,288.8102018810216,8.492254876232778,7.165776448929424,-1.7182842300411203,-1.7182842300411203,-1.7182842300411203,-1.7182842300411203,1.7182842300411203,-1.7182842300411203,-1.7182842300411203,-1.7182842300411203,-1.7182842300411203,10.230010986328068,6.880502319335932,313.1199951171875,293.8349990844726,295.1399993896484,296.44499969482416,0.0,1.0151176943158597,1.490114949284959,1.0,1.490114949284959,1.0415340523753855,1.0,1.490114949284959,1.058734305656596,1.0,1.490114949284959,0.0,1.0,1.0,0.002124852,0.0017442504999999,0.993956268,0.499000043,1.490114949284959,1
