Date_ADSK_L01d,Open_ADSK_L01d,High_ADSK_L01d,Low_ADSK_L01d,Close_ADSK_L01d,Adj Close_ADSK_L01d,Volume_ADSK_L01d,Daily_Return_ADSK_L01d,Vol5_ADSK_L01d,Vol10_ADSK_L01d,Vol20_ADSK_L01d,Vol60_ADSK_L01d,SMA5_ADSK_L01d,SMA10_ADSK_L01d,SMA30_ADSK_L01d,SMA60_ADSK_L01d,SMA100_ADSK_L01d,EMA5_ADSK_L01d,EMA10_ADSK_L01d,EMA30_ADSK_L01d,EMA60_ADSK_L01d,EMA100_ADSK_L01d,Short12_ADSK_L01d,Long26_ADSK_L01d,MACD_ADSK_L01d,SIGNAL9_ADSK_L01d,Ret5/10_ADSK_L01d,Ret10/30_ADSK_L01d,Ret30/60_ADSK_L01d,Ret30/100_ADSK_L01d,Emaret5/10_ADSK_L01d,Emaret10/30_ADSK_L01d,Emaret30/60_ADSK_L01d,Emaret30/100_ADSK_L01d,RetMACD_ADSK_L01d,DayRange_ADSK_L01d,average20r_ADSK_L01d,PRVHI_ADSK_L01d,HitLevel_ADSK_L01d,hitlevel_2_ADSK_L01d,hitlevel_1.8_ADSK_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,238.3500061035156,241.9400024414062,237.8500061035156,241.1799926757812,241.1799926757812,1042600.0,1.1364076995873411,0.9943216821894528,1.019149462954533,1.507687311900664,1.8314505897206943,240.847998046875,237.2910003662109,235.71133321126305,221.7026659647624,217.7454997253418,239.9985798316112,238.8991464638069,233.8559420692769,226.66200471985184,221.06825599987144,238.53386656903805,235.02116268327669,3.5127038857613684,3.957156668444636,3.093128344147402,3.093128344147402,3.093128344147402,3.093128344147402,-3.093128344147402,3.093128344147402,3.093128344147402,3.093128344147402,-3.093128344147402,7.320007324218722,4.098498535156243,241.9400024414062,231.8930061340332,232.6700057983398,233.44700546264644,1.0,1.0149900235372373,-1.1364076995873411,1.0,1.1364076995873411,1.021565431906092,1.0,1.1364076995873411,0.9756387245761735,-1.0,-1.1364076995873411,0.0,1.0,1.0,0.164419949,0.083070581,0.832198083,0.41887482,1.1364076995873411,-1
2024-01-19,242.3699951171875,249.0500030517578,241.7299957275391,248.6399993896484,248.6399993896484,1205600.0,3.093128344147402,1.6520862789195725,1.289930388182423,1.6479867213615975,1.8511335069220685,242.44599914550776,239.26300048828125,236.6509999593099,222.5179992675781,218.0726997375488,242.8790530176236,240.67021063214173,234.80975221897828,227.3825947090255,221.6142311165007,240.08865623374732,236.0299654022672,4.058690831480163,3.977463501051741,0.864701537066491,0.864701537066491,0.864701537066491,0.864701537066491,-0.864701537066491,0.864701537066491,0.864701537066491,0.864701537066491,0.864701537066491,3.0,3.9564987182617073,249.0500030517578,232.92330566406247,233.7430053710937,234.56270507812496,1.0,1.0133033467386547,-3.093128344147402,1.0,3.093128344147402,1.0249583262951452,1.0,3.093128344147402,1.2807561509171401,1.0,-3.093128344147402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.093128344147402,1
2024-01-22,250.0,252.8099975585938,249.8099975585938,250.7899932861328,250.7899932861328,1441000.0,0.864701537066491,1.6543890702679929,1.2740587233660146,1.641506723643782,1.827987530874014,244.11599731445312,241.38999938964844,237.6923329671224,223.2804992675781,218.40969970703125,245.5160331071267,242.51017111468556,235.8407355136334,228.1500504000782,222.19196898124588,241.73501578026816,237.123300801072,4.611714979196165,4.104313796680626,0.7934947750860386,0.7934947750860386,0.7934947750860386,0.7934947750860386,-0.7934947750860386,0.7934947750860386,0.7934947750860386,0.7934947750860386,0.7934947750860386,3.930007934570284,3.973499298095692,252.8099975585938,240.34570587158208,241.1370056152344,241.92830535888675,1.0,1.0112929198877225,0.864701537066491,1.0,0.864701537066491,1.0282794046860773,1.0,0.864701537066491,1.2985186945678298,1.0,0.864701537066491,0.0,2.0,0.0,0.013322678,0.0076977194999999,0.467214167,0.2345926235,0.864701537066491,1
2024-01-23,251.1799926757812,253.2400054931641,249.3099975585938,252.7799987792969,252.7799987792969,1030000.0,0.7934947750860386,1.5425059719280276,1.128224757663287,1.5858411048218322,1.7937927557113778,246.3719970703125,243.1229995727539,238.6569997151693,224.15666580200195,218.74349975585935,247.9373549978501,244.3774125082512,236.93359120819235,228.9575896912001,222.79767254160333,243.4342439339649,238.28305620686643,5.151187727098488,4.313688582764199,-0.0474701787194279,-0.0474701787194279,-0.0474701787194279,-0.0474701787194279,0.0474701787194279,-0.0474701787194279,-0.0474701787194279,-0.0474701787194279,-0.0474701787194279,3.980010986328125,3.986499786376944,253.2400054931641,244.06829910278327,244.86299896240243,245.6576988220216,0.0,1.0133635958065181,0.7934947750860386,1.0,0.7934947750860386,1.0314173320131632,1.0,0.7934947750860386,1.367197414744537,1.0,0.7934947750860386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934947750860386,1
2024-01-24,255.0,256.4800109863281,252.5,252.6600036621094,252.6600036621094,1174500.0,-0.0474701787194279,1.1636933743043774,1.1442521402589254,1.5867350931526572,1.765915094428109,249.20999755859376,244.79299926757807,239.61200002034505,225.09899927775064,219.0545997619629,249.51157121926988,245.88333817258905,237.9481984632838,229.7347180181152,223.3890058311183,244.85359158444868,239.3480152776252,5.505576306823514,4.552066127576062,-0.3601692586557473,-0.3601692586557473,-0.3601692586557473,-0.3601692586557473,0.3601692586557473,-0.3601692586557473,-0.3601692586557473,-0.3601692586557473,-0.3601692586557473,5.270004272460909,4.080000305175768,256.4800109863281,244.46970596313483,245.2670059204102,246.0643058776856,0.0,1.0180438096850457,-0.0474701787194279,1.0,-0.0474701787194279,1.0333481814972836,1.0,-0.0474701787194279,1.0169903409934218,1.0,-0.0474701787194279,0.0,0.0,2.0,0.001387903,0.0013514285,0.994165123,0.9941536785,-0.0474701787194279,1
2024-01-25,255.6199951171875,255.8000030517578,250.5299987792969,251.75,251.75,1116100.0,-0.3601692586557473,1.3512254360569562,1.1725196317288558,1.5816628680451887,1.7647960140310668,251.3239990234375,246.08599853515625,240.4673334757487,226.04233271280924,219.3526997375488,250.25771414617992,246.95000395939104,238.83863727210425,230.45653054211135,223.95060967604667,245.9145774945335,240.2666808126159,5.647896681917587,4.771232238444367,0.5243326014771825,0.5243326014771825,0.5243326014771825,0.5243326014771825,-0.5243326014771825,0.5243326014771825,0.5243326014771825,0.5243326014771825,0.5243326014771825,3.4299926757812216,4.176499938964829,255.8000030517578,247.50401031494144,248.32001037597655,249.13601043701172,1.0,1.0212852438556472,-0.3601692586557473,1.0,-0.3601692586557473,1.0339617022602825,1.0,-0.3601692586557473,1.1524117801461478,1.0,-0.3601692586557473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3601692586557473,-1
2024-01-26,252.3999938964844,254.2899932861328,250.8600006103516,253.0700073242188,253.0700073242188,940200.0,0.5243326014771825,0.5371676101158487,1.169705214403687,1.5835400797298007,1.7607760796748355,252.2100006103516,247.3279998779297,241.30500030517575,226.9636662801107,219.6831997680664,251.19514520552625,248.0627318439052,239.75679017869223,231.1979560103772,224.52723141165404,247.0154128529466,241.21507536903093,5.800337483915683,4.977053287538631,1.6438153640149695,1.6438153640149695,1.6438153640149695,1.6438153640149695,-1.6438153640149695,1.6438153640149695,1.6438153640149695,1.6438153640149695,1.6438153640149695,4.940002441406307,4.3319999694824105,254.2899932861328,246.6117031860352,247.44700317382816,248.28230316162112,1.0,1.019738973083644,0.5243326014771825,1.0,0.5243326014771825,1.0346431967954797,1.0,0.5243326014771825,0.4592333209266708,-1.0,0.5243326014771825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5243326014771825,-1
2024-01-29,253.0500030517578,257.6300048828125,252.6900024414062,257.2300109863281,257.2300109863281,937300.0,1.6438153640149695,0.7800763302758011,1.22305186030518,1.61567585147319,1.7664130140023433,253.4980041503906,248.80700073242187,242.0490005493164,227.95699971516927,220.06089981079103,253.20676713246024,249.72950986980024,240.88409474692685,232.0514660095887,225.17481120521197,248.58688948885143,242.40136689623813,6.185522592613324,5.21874714855357,-0.2954592128308834,-0.2954592128308834,-0.2954592128308834,-0.2954592128308834,0.2954592128308834,-0.2954592128308834,-0.2954592128308834,-0.2954592128308834,-0.2954592128308834,2.5200042724609943,4.327500152587881,257.6300048828125,244.7595933532715,245.625993347168,246.49239334106448,0.0,1.0188539848322582,1.6438153640149695,1.0,1.6438153640149695,1.036720627537349,1.0,1.6438153640149695,0.637811327216455,-1.0,-1.6438153640149695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6438153640149695,1
2024-01-30,255.6300048828125,257.5599975585938,255.0399932861328,256.4700012207031,256.4700012207031,1204400.0,-0.2954592128308834,0.8317227885381009,1.215089764570962,1.609037488263935,1.7688502761104523,254.2360046386719,250.3040008544922,242.5710006713867,228.91599985758464,220.40359985351563,254.2945118285412,250.95505375178257,241.8896371000737,232.85207372142847,225.79451793819197,249.79967590913637,243.44348795730963,6.356187951826712,5.446235309208198,-1.0371597650597248,-1.0371597650597248,-1.0371597650597248,-1.0371597650597248,1.0371597650597248,-1.0371597650597248,-1.0371597650597248,-1.0371597650597248,-1.0371597650597248,5.199996948242102,4.138500213623031,257.5599975585938,248.1095045471192,248.97500457763675,249.8405046081543,0.0,1.0157089130447639,-0.2954592128308834,1.0,-0.2954592128308834,1.0374774908110609,1.0,-0.2954592128308834,0.6844949342748972,-1.0,0.2954592128308834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2954592128308834,1
2024-01-31,255.0200042724609,256.9299926757812,251.7299957275391,253.8099975585938,253.8099975585938,2017200.0,-1.0371597650597248,1.0276889939506058,1.1794313874180764,1.3291064441204223,1.778774431061816,254.46600341796875,251.83800048828124,242.9550008138021,229.82549972534176,220.7315998840332,254.1330070718921,251.47413444393004,242.65869261352665,233.53921876527,226.34927991087315,250.41664847059133,244.21137755740477,6.205270913186581,5.598042430003875,0.496438193036158,0.496438193036158,0.496438193036158,0.496438193036158,-0.496438193036158,0.496438193036158,0.496438193036158,0.496438193036158,0.496438193036158,4.400009155273409,4.124999999999983,256.9299926757812,248.45529708862315,249.2829971313477,250.1106971740724,1.0,1.010435291435733,-1.0371597650597248,1.0,-1.0371597650597248,1.036328563940808,1.0,-1.0371597650597248,0.8713427545796845,-1.0,1.0371597650597248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0371597650597248,1
2024-02-01,253.4799957275391,255.7700042724609,251.3699951171875,255.0700073242188,255.0700073242188,1214100.0,0.496438193036158,1.0039514079494465,1.1662836985007985,1.0661437572313357,1.7601385442770787,255.1300048828125,253.227001953125,243.48600107828776,230.6769999186198,221.0903999328613,254.44534048933437,252.12792951307344,243.45942259486165,234.24514625900605,226.91800718638493,251.13254983268783,245.01572050309468,6.116829329593173,5.701799809921734,0.5410298518783769,0.5410298518783769,0.5410298518783769,0.5410298518783769,-0.5410298518783769,0.5410298518783769,0.5410298518783769,0.5410298518783769,0.5410298518783769,5.199996948242188,4.178999328613261,255.7700042724609,247.85499267578123,248.6799926757812,249.5049926757812,1.0,1.0075150079375808,0.496438193036158,1.0,0.496438193036158,1.0356055511256057,1.0,0.496438193036158,0.860812347150164,-1.0,-0.496438193036158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496438193036158,1
2024-02-02,254.5,259.25,254.0500030517578,256.4500122070312,256.4500122070312,1592900.0,0.5410298518783769,1.0050510567000697,0.7610572653766238,1.0653710292205691,1.751082245797646,255.806005859375,254.00800323486328,244.09566802978517,231.58466669718425,221.4675,255.1135643952333,252.91376273015663,244.2975251504855,234.97317465074457,227.5027993650116,251.9506209672022,245.86270507375667,6.08791589344554,5.779023026626496,-1.419385640543006,-1.419385640543006,-1.419385640543006,-1.419385640543006,1.419385640543006,-1.419385640543006,-1.419385640543006,-1.419385640543006,-1.419385640543006,4.680007934570284,4.2404998779296665,259.25,246.57620574951173,247.4120056152344,248.24780548095703,0.0,1.0070785274543073,0.5410298518783769,1.0,0.5410298518783769,1.0352694427598625,1.0,0.5410298518783769,1.3205984653503056,1.0,-0.5410298518783769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5410298518783769,1
2024-02-05,255.8399963378906,256.4200134277344,251.7400054931641,252.8099975585938,252.8099975585938,1336000.0,-1.419385640543006,0.8844333170209474,0.905845753436448,1.1540042275038869,1.7592529032208195,254.92200317382813,254.2100036621094,244.63233439127603,232.3763333638509,221.8775999450684,254.34570878302017,252.89489633532705,244.8467169187506,235.55798851657568,228.00393200250824,252.0828327504932,246.37731933189275,5.705513418600475,5.764321105021292,0.4627974289957079,0.4627974289957079,0.4627974289957079,0.4627974289957079,-0.4627974289957079,0.4627974289957079,0.4627974289957079,0.4627974289957079,-0.4627974289957079,2.210006713867216,4.092500305175763,256.4200134277344,249.92090026855476,250.76900024414067,251.6171002197266,1.0,1.0028008319950505,-1.419385640543006,1.0,-1.419385640543006,1.0328702770364169,1.0,-1.419385640543006,0.9763619398399014,-1.0,-1.419385640543006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.419385640543006,1
2024-02-06,254.0700073242188,254.9100036621094,252.6999969482422,253.9799957275391,253.9799957275391,865200.0,0.4627974289957079,0.9566618203028232,0.8828075211016152,1.0437324985404228,1.758417227342005,254.4240020751953,254.3300033569336,245.0353342692057,233.1605000813802,222.2947999572754,254.2238044311932,253.092187133911,245.435960712866,236.1619887530007,228.51830950201384,252.37470397773103,246.9404805463851,5.434223431345941,5.698301570286222,1.7521052929758707,1.7521052929758707,1.7521052929758707,1.7521052929758707,-1.7521052929758707,1.7521052929758707,1.7521052929758707,1.7521052929758707,-1.7521052929758707,5.809997558593807,4.180500793457019,254.9100036621094,247.4165127563477,248.23501281738285,249.053512878418,1.0,1.0003695935085164,-0.4627974289957079,1.0,0.4627974289957079,1.0311943954700344,1.0,0.4627974289957079,1.0836584390548107,1.0,-0.4627974289957079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4627974289957079,1
2024-02-07,256.8099975585938,261.0,255.1900024414062,258.4299926757812,258.4299926757812,1125200.0,1.7521052929758707,1.1364316191470023,1.031439158818771,1.0863265131670854,1.7570846664887885,255.3480010986328,254.9070022583008,245.55766754150392,234.05633341471355,222.71239990234372,255.6258671793892,254.06269723243287,246.27428535563476,236.8920872422722,229.11062005991025,253.3062868543541,247.7915555189329,5.514731335421203,5.661587523313218,1.1918187428453428,1.1918187428453428,1.1918187428453428,1.1918187428453428,-1.1918187428453428,1.1918187428453428,1.1918187428453428,1.1918187428453428,-1.1918187428453428,4.9000244140625,4.25500259399413,261.0,245.712901916504,246.54900207519535,247.3851022338868,1.0,1.0017300381567593,-1.7521052929758707,1.0,1.7521052929758707,1.0316249496594871,1.0,1.7521052929758707,1.1017921992107331,1.0,1.7521052929758707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7521052929758707,1
2024-02-08,258.0799865722656,262.9200134277344,258.0199890136719,261.510009765625,261.510009765625,771100.0,1.1918187428453428,1.197218508929214,1.049239898772886,1.0855991995955658,1.730022435475287,256.63600158691406,255.88300323486328,246.1056676228841,234.90516688028973,223.19399993896485,257.58724804146783,255.4167540566496,247.2572353175696,237.69923224303787,229.75219213329072,254.56839807147276,248.8077373149842,5.760660756488534,5.681402169948281,1.976973238917212,1.976973238917212,1.976973238917212,1.976973238917212,-1.976973238917212,1.976973238917212,1.976973238917212,1.976973238917212,1.976973238917212,6.67999267578125,4.405001831054676,262.9200134277344,251.6389942932129,252.48999481201173,253.34099533081056,1.0,1.002942744701803,-1.1918187428453428,1.0,1.1918187428453428,1.0330001212243605,1.0,1.1918187428453428,1.1410341050977884,1.0,1.1918187428453428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1918187428453428,1
2024-02-09,262.8500061035156,269.5299987792969,262.8500061035156,266.6799926757812,266.6799926757812,1828600.0,1.976973238917212,1.3678830220482283,1.1647167532875184,1.1361320194837945,1.740351736308119,258.68199768066404,257.2440017700195,246.82466735839844,235.84816665649413,223.72559982299805,260.61816291957234,257.4646156237644,248.51031643745424,238.6494211096852,230.48343570838955,256.4317203182894,250.13160808245064,6.300112235838782,5.805144183126381,-1.7399071015051453,-1.7399071015051453,-1.7399071015051453,-1.7399071015051453,1.7399071015051453,-1.7399071015051453,-1.7399071015051453,-1.7399071015051453,-1.7399071015051453,5.799987792968807,4.519501495361321,269.5299987792969,253.22900939941408,254.11000976562505,254.991010131836,0.0,1.005590007544394,1.976973238917212,1.0,1.976973238917212,1.0360319012694341,1.0,1.976973238917212,1.1744340571965284,1.0,1.976973238917212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.976973238917212,1
