Date_WDC_L01d,Open_WDC_L01d,High_WDC_L01d,Low_WDC_L01d,Close_WDC_L01d,Adj Close_WDC_L01d,Volume_WDC_L01d,Daily_Return_WDC_L01d,Vol5_WDC_L01d,Vol10_WDC_L01d,Vol20_WDC_L01d,Vol60_WDC_L01d,SMA5_WDC_L01d,SMA10_WDC_L01d,SMA30_WDC_L01d,SMA60_WDC_L01d,SMA100_WDC_L01d,EMA5_WDC_L01d,EMA10_WDC_L01d,EMA30_WDC_L01d,EMA60_WDC_L01d,EMA100_WDC_L01d,Short12_WDC_L01d,Long26_WDC_L01d,MACD_WDC_L01d,SIGNAL9_WDC_L01d,Ret5/10_WDC_L01d,Ret10/30_WDC_L01d,Ret30/60_WDC_L01d,Ret30/100_WDC_L01d,Emaret5/10_WDC_L01d,Emaret10/30_WDC_L01d,Emaret30/60_WDC_L01d,Emaret30/100_WDC_L01d,RetMACD_WDC_L01d,DayRange_WDC_L01d,average20r_WDC_L01d,PRVHI_WDC_L01d,HitLevel_WDC_L01d,hitlevel_2_WDC_L01d,hitlevel_1.8_WDC_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,52.97999954223633,53.61000061035156,52.7599983215332,53.54999923706055,53.54999923706055,5644800.0,2.350916569974687,2.208765788514376,1.831059011544536,2.1793490209852044,2.371290807298194,51.74199905395508,50.89099922180176,50.54599978129069,47.50866641998291,46.24779991149902,52.10347979195284,51.50549133205012,50.28261093193224,48.48816737139431,46.68183102387882,51.38038489060571,50.54466925921317,0.8357156313925387,0.7907876621799532,2.278246943202185,2.278246943202185,2.278246943202185,2.278246943202185,-2.278246943202185,2.278246943202185,2.278246943202185,2.278246943202185,2.278246943202185,1.1399993896484233,1.0295003890991203,53.61000061035156,50.541399803161625,50.7439998626709,50.94659992218018,1.0,1.0068254548728657,-2.350916569974687,1.0,2.350916569974687,1.0243201452242268,1.0,2.350916569974687,0.9190559902133283,-1.0,-2.350916569974687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.350916569974687,1
2024-01-19,54.0,54.79000091552734,53.65000152587891,54.77000045776367,54.77000045776367,4797000.0,2.278246943202185,2.166358729644396,1.8382360832705575,2.22104805026994,2.35348620561171,52.5759994506836,51.36599922180176,50.81266644795736,47.72466640472412,46.40059989929199,52.99232001388978,52.09903844581622,50.57211993359879,48.69412911193101,46.84199279484684,51.90186420863001,50.8576567554021,1.0442074532279122,0.841471620389545,4.071571158660133,4.071571158660133,4.071571158660133,4.071571158660133,-4.071571158660133,4.071571158660133,4.071571158660133,4.071571158660133,4.071571158660133,2.229999542236328,1.0655004501342762,54.79000091552734,51.345099754333496,51.55099983215332,51.75689990997314,1.0,1.010889662214659,2.278246943202185,1.0,2.278246943202185,1.0301928911467875,1.0,2.278246943202185,0.9437268189522499,-1.0,-2.278246943202185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.278246943202185,-1
2024-01-22,57.83000183105469,58.72999954223633,56.5,57.0,57.0,16473400.0,4.071571158660133,1.702027999479447,2.053312416112047,2.216170704812677,2.381119056056608,53.97399978637695,52.0609992980957,51.15199979146322,47.95866641998291,46.55649990081787,54.3282133425932,52.99012236475872,50.98682187336661,48.9664527476054,47.04314145237462,52.686192791917705,51.31264514389083,1.3735476480268716,0.9478868259170103,1.2807009512918035,1.2807009512918035,1.2807009512918035,1.2807009512918035,-1.2807009512918035,1.2807009512918035,1.2807009512918035,1.2807009512918035,1.2807009512918035,1.95000076293946,1.084500503540038,58.72999954223633,52.44589992523193,52.65900001525878,52.87210010528564,1.0,1.0177705565830915,4.071571158660133,1.0,4.071571158660133,1.0392905542606206,1.0,4.071571158660133,0.9307265418651082,-1.0,-4.071571158660133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.071571158660133,-1
2024-01-23,58.33000183105469,59.15000152587891,57.20000076293945,57.72999954223633,57.72999954223633,10920900.0,1.2807009512918035,1.444391428098268,2.020699324546414,1.84543984027195,2.3635595711336315,55.07399978637695,52.81499938964844,51.49933306376139,48.21783307393392,46.71829990386963,55.46214207580758,53.8519182152092,51.42186559393885,49.253782150708055,47.25476240464911,53.46216306119749,51.78800472895346,1.6741583322440334,1.093141127182415,0.5196591710364886,0.5196591710364886,0.5196591710364886,0.5196591710364886,-0.5196591710364886,0.5196591710364886,0.5196591710364886,0.5196591710364886,0.5196591710364886,1.3500022888183594,1.119500541687011,59.15000152587891,56.34409843444824,56.56099853515625,56.77789863586426,1.0,1.025547249791723,1.2807009512918035,1.0,1.2807009512918035,1.0472571851138126,1.0,1.2807009512918035,0.7807883764853973,-1.0,-1.2807009512918035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2807009512918035,-1
2024-01-24,59.0,59.06000137329102,57.70999908447266,58.02999877929688,58.02999877929688,9723800.0,0.5196591710364886,1.3370257812302664,1.7796815120678098,1.8454296318628172,1.9789507620330808,56.21599960327149,53.67499923706055,51.83833300272624,48.54733308156332,46.87339988708496,56.31809431030402,54.6115692268615,51.848196767187765,49.541526958202766,47.46813342196887,54.16490701782817,52.25037465860853,1.914532359219642,1.2574193735898604,3.963472514458104,3.963472514458104,3.963472514458104,3.963472514458104,-3.963472514458104,3.963472514458104,3.963472514458104,3.963472514458104,3.963472514458104,1.6100006103515696,1.1735006332397453,59.06000137329102,56.68710033416749,56.91100044250489,57.134900550842296,1.0,1.0354306577381205,0.5196591710364886,1.0,0.5196591710364886,1.0532973687027538,1.0,0.5196591710364886,0.9325293318399239,-1.0,-0.5196591710364886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5196591710364886,-1
2024-01-25,59.0,60.54999923706055,58.93999862670898,60.33000183105469,60.33000183105469,23848700.0,3.963472514458104,1.5842465830953465,1.9241975405844027,1.998337467062686,2.017856885786585,57.57200012207032,54.656999588012695,52.20799967447917,48.90333309173584,47.02669990539551,57.65539681722091,55.65128424580571,52.39540999711467,49.89524744583725,47.72282388551512,55.11338314293994,52.84886556027121,2.2645175826687307,1.4588390154056348,-3.480858984057563,-3.480858984057563,-3.480858984057563,-3.480858984057563,3.480858984057563,-3.480858984057563,-3.480858984057563,-3.480858984057563,-3.480858984057563,2.19000244140625,1.2380006790161129,60.54999923706055,56.478299980163584,56.713000106811535,56.94770023345948,0.0,1.0469085184033717,3.963472514458104,1.0,3.963472514458104,1.0621404479680632,1.0,3.963472514458104,0.9903266585150858,-1.0,-3.963472514458104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.963472514458104,1
2024-01-26,58.86000061035156,59.40000152587891,57.20999908447266,58.22999954223633,58.22999954223633,19645800.0,-3.480858984057563,3.091818961731269,2.523350339174693,2.189624163108136,1.903700497962391,58.26399993896485,55.41999969482422,52.494999694824216,49.17716643015544,47.14939990997314,57.84693105889272,56.12014157242946,52.771835129058005,50.16851800637493,47.93088676980663,55.59286258898554,53.24746807745381,2.3453945115317296,1.636150114630854,2.610339120235027,2.610339120235027,2.610339120235027,2.610339120235027,-2.610339120235027,2.610339120235027,2.610339120235027,2.610339120235027,2.610339120235027,1.4099998474121165,1.2785005569458003,59.40000152587891,57.8263977432251,58.07399787902832,58.32159801483154,1.0,1.0557195926660496,-3.480858984057563,1.0,-3.480858984057563,1.063448739942109,1.0,-3.480858984057563,1.1501936178783274,1.0,3.480858984057563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.480858984057563,-1
2024-01-29,59.40000152587891,60.45000076293945,59.04000091552734,59.75,59.75,9380300.0,2.610339120235027,2.817831726889502,2.3672770630548463,2.236399306817477,1.8265343030403935,58.81399993896484,56.393999862670896,52.80566635131836,49.50383307139079,47.28899990081787,58.48128737259515,56.78011583198774,53.22203931428007,50.48266495698558,48.164928615949066,56.23242219068008,53.72913710875353,2.503285081926549,1.809577108089993,-2.728035260443895,-2.728035260443895,-2.728035260443895,-2.728035260443895,2.728035260443895,-2.728035260443895,-2.728035260443895,-2.728035260443895,-2.728035260443895,1.9399986267089773,1.332000541687011,60.45000076293945,56.58730030059815,56.84300041198731,57.09870052337647,0.0,1.0679535693665752,2.610339120235027,1.0,2.610339120235027,1.0668534419866358,1.0,2.610339120235027,1.224394911770797,1.0,2.610339120235027,1.0,1.0,0.0,0.7958076,0.4006014974999999,0.202724427,0.1340880955,-2.610339120235027,-1
2024-01-30,59.59000015258789,59.75,57.81000137329102,58.11999893188477,58.11999893188477,9717100.0,-2.728035260443895,3.247887423392364,2.5632426540495605,2.3319353015235382,1.827107396500069,58.89199981689453,56.98299980163574,53.03799959818522,49.77683302561442,47.415799903869626,58.36085789235836,57.02373094105993,53.53803670896425,50.73306934960522,48.36205872121512,56.522818612403874,54.05438613268917,2.4684324797147,1.9413481824149343,-1.496901149128358,-1.496901149128358,-1.496901149128358,-1.496901149128358,1.496901149128358,-1.496901149128358,-1.496901149128358,-1.496901149128358,-1.496901149128358,0.970001220703118,1.3170005798339832,59.75,57.51959957122803,57.78599967956543,58.05239978790284,0.0,1.0743806371533196,-2.728035260443895,1.0,-2.728035260443895,1.0651068744086398,1.0,-2.728035260443895,1.2762989772744047,1.0,-2.728035260443895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.728035260443895,1
2024-01-31,57.68999862670898,58.18000030517578,57.20999908447266,57.25,57.25,5798000.0,-1.496901149128358,3.319110421060746,2.68223330184502,2.2434962195249035,1.8454530144914725,58.73600006103516,57.47599983215332,53.2569995880127,50.028333028157554,47.55399990081787,57.99057192823891,57.06487076995812,53.77751821161172,50.94673920699521,48.53805755841878,56.63469267203405,54.291098271008494,2.3435944010255554,2.021797426137059,0.2620113989151325,0.2620113989151325,0.2620113989151325,0.2620113989151325,-0.2620113989151325,0.2620113989151325,0.2620113989151325,0.2620113989151325,0.2620113989151325,1.0900001525878906,1.3260005950927725,58.18000030517578,56.85259872436524,57.11599884033203,57.37939895629883,1.0,1.079219638296902,-1.496901149128358,1.0,-1.496901149128358,1.0611287517101633,1.0,-1.496901149128358,1.2156886151572461,1.0,-1.496901149128358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.496901149128358,-1
2024-02-01,57.2400016784668,57.68000030517578,56.59000015258789,57.40000152587891,57.40000152587891,7272800.0,0.2620113989151325,2.449966893870473,2.640898522188865,2.2122557877391467,1.835342758335528,58.15,57.86100006103516,53.48633295694987,50.26816641489665,47.69329990386963,57.793715127452245,57.12580363467099,54.011226812532186,51.15832157810616,48.71354159737838,56.75243249570249,54.5213874009989,2.231045094703596,2.063646959850366,1.3240388524912308,1.3240388524912308,1.3240388524912308,1.3240388524912308,-1.3240388524912308,1.3240388524912308,1.3240388524912308,1.3240388524912308,1.3240388524912308,1.25,1.3460004806518544,57.68000030517578,55.26279899597168,55.52799911499024,55.79319923400879,1.0,1.0817903726472775,0.2620113989151325,1.0,0.2620113989151325,1.0576653597028856,1.0,0.2620113989151325,1.2053638360964471,1.0,0.2620113989151325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2620113989151325,-1
2024-02-02,57.25,58.25,57.0,58.15999984741211,58.15999984741211,5529400.0,1.3240388524912308,2.1399956556328097,2.5955108627671097,2.1941720863531344,1.8383426079137448,58.13600006103516,58.2,53.72699966430664,50.51799977620443,47.84589988708496,57.91581003410553,57.31383930971482,54.27888958897606,51.38788480005061,48.90060017658697,56.96898131904244,54.79091424888136,2.1780670701610774,2.0865309819125084,-0.533014742270159,0.533014742270159,0.533014742270159,0.533014742270159,-0.533014742270159,0.533014742270159,0.533014742270159,0.533014742270159,0.533014742270159,1.2400016784667898,1.3740005493164051,58.25,54.7187992477417,54.98799934387208,55.257199440002445,1.0,1.0832542364852171,1.3240388524912308,1.0,1.3240388524912308,1.0559139979413867,1.0,1.3240388524912308,1.1935599364925806,1.0,1.3240388524912308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3240388524912308,-1
2024-02-05,58.06999969482422,58.52000045776367,57.27999877929688,58.47000122070312,58.47000122070312,4838200.0,0.533014742270159,1.6508924949837538,2.2988244487417,2.188550610104086,1.8360456794555404,57.88000030517578,58.34700012207031,54.028999710083006,50.77433312733968,48.007599906921385,58.10054042963807,57.52405056625814,54.54928388779716,51.62008533843266,49.09009326656946,57.199907457759466,55.06343920975704,2.136468248002423,2.0965184351304917,0.0342063576981472,-0.0342063576981472,-0.0342063576981472,-0.0342063576981472,0.0342063576981472,-0.0342063576981472,-0.0342063576981472,-0.0342063576981472,-0.0342063576981472,0.9800033569335938,1.3925006866455067,58.52000045776367,55.22719879150391,55.50199890136719,55.77679901123047,0.0,1.0799200509940492,0.533014742270159,1.0,0.533014742270159,1.0545335605977852,1.0,0.533014742270159,1.191991372868826,1.0,0.533014742270159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.533014742270159,-1
2024-02-06,59.04999923706055,59.2400016784668,58.2599983215332,58.45000076293945,58.45000076293945,5187200.0,-0.0342063576981472,1.0342361789559067,2.2726017161711107,2.193621778219492,1.837401541073284,57.94600067138672,58.41900024414063,54.23133303324381,51.02749983469645,48.15989990234375,58.2170272074052,57.69240514747292,54.80094304103215,51.84401699169517,49.27543796946788,57.39222950471023,55.31429562110389,2.0779338836063417,2.0928015248256613,0.8725442764302674,-0.8725442764302674,-0.8725442764302674,-0.8725442764302674,0.8725442764302674,-0.8725442764302674,-0.8725442764302674,-0.8725442764302674,0.8725442764302674,1.0600013732910083,1.411500740051268,59.2400016784668,55.45649894714356,55.73499908447266,56.01349922180176,0.0,1.0772185925861306,-0.0342063576981472,1.0,-0.0342063576981472,1.0527629990651035,1.0,-0.0342063576981472,1.1938717417958233,1.0,-0.0342063576981472,0.0,0.0,3.0,0.035703655,0.0221773923333333,0.964525998,0.942829808,0.0342063576981472,-1
2024-02-07,58.47000122070312,58.72000122070312,57.65999984741211,57.93999862670898,57.93999862670898,4946900.0,-0.8725442764302674,0.8022462121303485,2.2898312712007423,2.162659257064687,1.8337247607272216,58.08400039672851,58.41000022888184,54.40733299255371,51.25683314005534,48.30239990234375,58.12468434717313,57.73742214369766,55.00346275623711,52.04388524202349,49.44701342802711,57.476501677325416,55.5087921400376,1.967709537287817,2.0677831273180924,1.4152566694162882,-1.4152566694162882,-1.4152566694162882,-1.4152566694162882,1.4152566694162882,-1.4152566694162882,-1.4152566694162882,-1.4152566694162882,1.4152566694162882,0.9599990844726562,1.3740007400512684,58.72000122070312,56.134700050354006,56.41700019836426,56.699300346374514,0.0,1.0735685249794535,0.8725442764302674,1.0,-0.8725442764302674,1.0497052230979862,1.0,-0.8725442764302674,1.179380517394015,1.0,-0.8725442764302674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8725442764302674,1
2024-02-08,57.56999969482422,57.97999954223633,57.02000045776367,57.11999893188477,57.11999893188477,7468400.0,-1.4152566694162882,1.0908027133362417,1.8462311420359063,2.1926496109214377,1.8404147247182656,58.02799987792969,58.08899993896485,54.552666346232094,51.45883312225342,48.437599906921385,57.78978920874368,57.625163377913495,55.14001347724664,52.21031519906812,49.59895373503419,57.42165510110378,55.62814079128553,1.793514309818249,2.012929363818124,0.5252087581764509,-0.5252087581764509,-0.5252087581764509,-0.5252087581764509,0.5252087581764509,-0.5252087581764509,-0.5252087581764509,-0.5252087581764509,0.5252087581764509,1.1199989318847583,1.3585006713867174,57.97999954223633,55.69719959259033,55.97199974060058,56.24679988861084,0.0,1.0648242117129258,1.4152566694162882,1.0,-1.4152566694162882,1.0450698094532085,1.0,-1.4152566694162882,1.1913888654944842,1.0,-1.4152566694162882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4152566694162882,1
2024-02-09,56.5,57.34999847412109,56.22999954223633,56.81999969482422,56.81999969482422,6518300.0,-0.5252087581764509,0.7507160640545641,1.530978104542272,2.2060385194947734,1.8444123840148243,57.75999984741211,57.94799995422363,54.699333063761394,51.65283311208089,48.56929988861084,57.466526037437205,57.47876998098817,55.24839968483229,52.36145239565028,49.74194474413895,57.32909273090692,55.7164266359921,1.6126660949148215,1.9328767100374635,-0.8799718456273512,0.8799718456273512,0.8799718456273512,0.8799718456273512,-0.8799718456273512,-0.8799718456273512,0.8799718456273512,0.8799718456273512,-0.8799718456273512,1.5600013732910156,1.377500724792479,57.34999847412109,54.991298065185546,55.26299819946289,55.53469833374024,1.0,1.0593913437056968,0.5252087581764509,1.0,-0.5252087581764509,1.0403698624553679,1.0,-0.5252087581764509,1.196065770656332,1.0,-0.5252087581764509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5252087581764509,1
